"","year","wgr","masters_finish","total_score","ranking","top_10","wins","score_average","rounds","bounce_back","driving_accuracy","driving_distance","par5_SA","gir","hole_proximity","putts_round","scramble","sg_putt","sg_t2g","sg_total","points_gained","m_cut","top_25","new_score","m_play"
"718",2016,67,99,152,36,2,0,70.359,70,20.31,62.17,286.3,4.69,67.14,2519.667,29.36,59.42,-0.482,1.149,0.667,42.894,"0","0",312,"1"
"719",2017,41,20,286,21,6,0,70.018,102,23.43,65.51,286.2,4.68,65.26,3651.167,28.52,65.15,0.07,0.875,0.945,37.912,"1","1",286,"1"
"720",2017,92,99,152,110,5,1,71.062,95,16.73,57.89,279.6,4.74,60.92,3692.667,28.12,61.5,0.301,-0.134,0.167,4.66,"0","0",312,"0"
"721",2016,53,22,290,52,7,1,70.393,98,18.95,65.28,287.6,4.68,67.35,4796.333,29.08,60.76,0.36,0.598,0.958,23.033,"1","1",290,"0"
"722",2007,30,99,152,87,3,1,70.419,95,20.37,63.32,286.1,4.75,65.5,4327.833,29.19,60.85,-0.208,0.527,0.319,29.729,"0","0",312,"0"
"723",2017,26,50,296,13,4,2,70.163,96,22.83,57.68,306.3,4.62,67.74,3746,29.1,56.95,0.342,0.382,0.724,28.052,"1","0",296,"0"
"724",2008,72,99,147,120,1,0,71.476,89,15.38,63.43,286.9,4.7,65.96,4209.583,29.46,55.72,-0.097,-0.299,-0.397,0,"0","0",307,"0"
"725",2009,29,8,281,41,4,2,70.46,83,22.08,60.56,291.3,4.64,66.17,3593.583,29.19,58.42,-0.065,0.448,0.383,39.543,"1","1",281,"1"
"726",2010,33,20,285,79,2,0,71.033,72,20.2,64.31,288.6,4.71,65.95,2873.25,29.07,56.18,0.188,-0.019,0.166,58.156,"1","1",285,"1"
"727",2011,55,57,299,99,5,0,70.277,63,20.25,62.23,290.2,4.61,62.52,2105,28.69,61.31,0.267,0.003,0.27,12.273,"1","0",299,"1"
"728",2012,151,99,149,151,0,0,71.005,64,20.3,61.06,284.9,4.72,58.51,3055.5,28.5,57.67,0.516,-0.663,-0.146,6.22,"0","0",309,"1"
"729",2013,34,99,154,164,0,0,71.348,56,17.05,62.79,286.7,4.71,62.7,2002.5,29.11,56.65,-0.069,-0.504,-0.573,0,"0","0",314,"1"
"730",2005,38,32,293,32,5,0,70.38,96,20,66.92,290,4.65,66.67,4142.833,29,57.37,0.33,0.591,0.922,69.41,"1","0",293,"0"
"731",2006,56,1,289,64,4,0,70.42,98,18.91,69.63,283.7,4.74,66.86,3577.75,29.32,57.52,0.045,0.761,0.752,0,"1","1",289,"1"
"732",2007,19,20,291,77,5,2,69.906,76,14.85,73.05,280.4,4.69,64.44,2901.833,28.71,60.42,0.659,0.415,1.074,23.09,"1","1",291,"1"
"733",2008,27,99,150,88,3,1,70.597,85,17.6,73.73,275.1,4.74,67.59,3284.25,29.38,57.14,0.039,0.572,0.611,87.135,"0","0",310,"1"
"734",2009,28,42,295,2,9,2,69.601,94,24.09,71.47,281.2,4.62,67.81,3179,28.76,62.1,0.38,1.165,1.545,18.477,"1","0",295,"1"
"735",2010,34,99,146,37,3,1,70.527,93,21.79,71.24,279.7,4.71,66.54,3711.5,28.73,57.66,0.583,0.21,0.792,15.988,"0","0",306,"1"
"736",2011,44,32,291,20,4,0,69.966,79,16.39,71.06,278.2,4.6,66.38,2953.25,28.71,63.98,0.58,0.453,1.033,28.706,"1","0",291,"1"
"737",2012,27,35,291,9,6,2,69.821,95,22.98,68.53,281.1,4.6,64.95,3781.833,28.45,60.37,0.568,0.629,1.197,12.223,"1","0",291,"1"
"738",2013,9,99,150,50,8,1,70.073,84,23.22,69.68,278.8,4.68,68.14,2744.417,29.35,59.66,0.365,0.479,0.844,82.8,"0","0",310,"1"
"739",2014,24,9,280,26,5,1,70.159,97,20.25,70.51,282.2,4.58,67.42,3347.417,28.9,60.75,0.106,0.751,0.857,28.431,"1","1",280,"1"
"740",2015,16,99,152,13,10,1,69.753,90,23.04,71.21,282.6,4.61,68.58,3199.5,28.78,60.98,0.04,1.081,1.12,39.409,"0","0",312,"1"
"741",2016,49,99,151,65,5,0,70.364,90,19.56,65.23,280.1,4.65,64.53,3122,28.49,62.11,0.395,0.214,0.609,27.706,"0","0",311,"1"
"742",2017,56,36,290,71,4,0,70.393,81,16.75,66.54,286.8,4.75,64.16,3179.833,28.52,60.08,0.415,0.169,0.584,15.116,"1","0",290,"1"
