"","year","player_name","ranking","top_10","wins","score_average","rounds","bounce_back","driving_accuracy","driving_distance","par5_SA","gir","hole_proximity","putts_round","scramble","sg_putt","sg_t2g","masters_finish","total_score","sg_total","wgr"
"169",2015,"Bill Lunde","128",0,0,71.796,50,19.23,63.59,287.7,4.75,68.72,1888.917,30.02,57.53,-0.52,-0.724,NA,NA,-1.244,"4"
"170",2005,"Billy Andrade","53",1,0,71.011,83,17.96,63.38,282,4.58,63.92,4300.083,28.71,57.7,0.298,0.088,NA,NA,0.385,"168"
"171",2006,"Billy Andrade","134",3,0,70.922,78,18.36,62.84,285.6,4.71,66.44,2850.833,29.31,58.84,-0.248,0.302,NA,NA,0.162,"183"
"172",2007,"Billy Andrade","151",0,0,71.588,88,18.33,59.56,286.2,4.68,65.03,4330.583,29.75,52.35,-0.134,-0.107,NA,NA,-0.241,"168"
"173",2008,"Billy Andrade","193",0,0,71.967,71,15.02,59.35,283.3,4.83,63.52,3400.083,29.93,54.09,-0.311,-0.653,NA,NA,-0.963,"189"
"174",2011,"Billy Horschel","92",2,0,71.512,75,22.83,66.22,291,4.74,67.07,3658.583,29.59,54.03,-0.024,-0.168,NA,NA,-0.192,"83"
"175",2012,"Billy Horschel","35",1,0,70.494,63,19.33,66.58,290.2,4.65,68.79,2316.083,29.42,59.87,-0.068,0.459,NA,NA,0.391,"151"
"176",2013,"Billy Horschel","8",8,1,70.244,96,22.26,64.17,293.8,4.62,67.48,4282.75,29.14,55.69,0.381,0.275,NA,NA,0.656,"132"
"177",2014,"Billy Horschel","30",5,2,70.521,92,22.82,67.04,291.6,4.63,70.43,3477.25,29.86,55.32,0.22,0.518,"37","295",0.738,"47"
"178",2015,"Billy Horschel","65",2,0,71.05,99,23.97,63.77,295,4.66,69.33,3997.75,29.71,57.61,0.244,0.202,"99","148",0.446,"17"
"179",2016,"Billy Horschel","58",5,0,70.548,73,24.64,60.71,293,4.69,67.7,2753.75,29.5,54.55,0.076,0.733,"17","292",0.81,"44"
"180",2017,"Billy Horschel","136",4,1,70.832,88,20.72,59.8,299.5,4.79,68.19,4069.083,29.86,54.47,0.165,-0.028,NA,NA,0.138,"73"
"181",2018,"Billy Horschel","10",6,1,70.154,86,23.32,67.8,295.4,4.52,71.75,3824.417,29.46,58.03,0.392,0.72,"99","155",1.112,"85"
"182",2012,"Billy Hurley III","177",2,0,72.116,70,16.81,60.56,275.3,4.81,57.74,3116.167,28.62,57.57,0.276,-1.6,NA,NA,-1.324,"110"
"183",2014,"Billy Hurley III","107",4,0,70.696,86,17.89,70.44,276.7,4.73,65.89,3254.333,29.38,61.36,0.039,0.27,NA,NA,0.309,"125"
"184",2015,"Billy Hurley III","161",1,0,71.043,83,14.81,65.91,271.9,4.79,65.26,2999.5,28.84,64.17,0.311,-0.423,NA,NA,-0.112,"20"
"185",2016,"Billy Hurley III","126",2,1,70.846,66,16.94,65.36,277.7,4.71,62.71,2687.667,28.36,61.63,0.433,-0.084,NA,NA,0.348,"172"
"186",2017,"Billy Hurley III","168",1,0,71.176,80,20.08,60.57,276.9,4.7,63.61,3262,28.76,58.78,0.374,-0.263,"99","151",0.11,"137"
"187",2018,"Billy Hurley III","177",0,0,71.715,70,20.49,59.24,284,4.72,63.02,3031.083,29.09,54.93,0.025,-0.727,NA,NA,-0.702,"64"
"188",2005,"Billy Mayfair","5",6,0,70.335,114,15.63,69.75,288.2,4.59,69.49,5163.583,29.49,59.44,-0.08,0.984,NA,NA,0.904,"191"
"189",2006,"Billy Mayfair","82",4,0,70.762,94,13.15,70.14,282.3,4.7,66.55,3869.333,29.36,60.42,0.103,0.37,"14","288",0.36,"69"
"190",2007,"Billy Mayfair","34",6,0,70.444,98,16.54,70.7,286.8,4.64,68.08,3848.917,29.81,58.26,-0.086,0.69,"59","311",0.604,"118"
"191",2008,"Billy Mayfair","65",4,0,70.512,103,19.27,72.16,284,4.68,68.12,4641.583,29.84,60.07,-0.228,0.605,NA,NA,0.377,"95"
"192",2009,"Billy Mayfair","165",1,0,71.952,83,16.67,70.01,284.2,4.71,66.33,3274.917,30.29,53.68,-0.91,0.02,"99","152",-0.89,"130"
"193",2010,"Billy Mayfair","108",2,0,71.426,78,22.22,70.29,284,4.74,69.68,2990,30.5,55.5,-1.008,0.543,NA,NA,-0.467,"96"
"194",2011,"Billy Mayfair","47",2,0,70.747,94,20.97,70.41,283.3,4.63,68.77,3865.417,29.54,60.87,-0.237,0.621,NA,NA,0.385,"26"
"195",2012,"Billy Mayfair","154",1,0,70.948,90,20.76,65.2,286.8,4.68,64.02,4462.833,29.48,61.76,-0.205,0.128,NA,NA,-0.077,"164"
"196",2011,"Bio Kim","147",0,0,71.696,71,21.58,52.87,296.1,4.65,59.49,3413.583,28.72,54.85,0.033,-0.886,NA,NA,-0.854,"102"
"197",2010,"Blake Adams","80",2,0,71.077,84,20.09,66.84,291.3,4.73,66.73,3724.75,29.2,57.43,0.196,-0.432,NA,NA,-0.233,"154"
"198",2011,"Blake Adams","58",4,0,70.7,116,25.32,65.79,292.1,4.67,65.48,5627.333,28.71,60.63,0.475,-0.064,NA,NA,0.411,"273"
"199",2012,"Blake Adams","65",3,0,70.586,107,23.96,65.83,288.4,4.65,65.91,5177.917,29.35,56.01,0.232,0.124,NA,NA,0.356,"225"
"200",2015,"Blayne Barber","81",4,0,71.127,76,22.06,63.72,288.6,4.66,66.44,3135.083,28.89,59.51,0.313,-0.297,NA,NA,0.015,"191"
"201",2016,"Blayne Barber","69",1,0,71.032,84,21.05,62.37,289.6,4.65,66.74,3548,29.36,57.62,0.01,0.088,NA,NA,0.099,"225"
"202",2017,"Blayne Barber","68",1,0,71.163,77,21.46,61.62,291.2,4.73,67.61,2818.417,29.08,55.8,0.402,-0.389,NA,NA,0.013,"234"
"203",2018,"Blayne Barber","71",0,0,70.835,69,22.35,64.67,294.7,4.62,69.98,2632.417,29.66,57.46,-0.022,-0.019,NA,NA,-0.041,"170"
"204",2005,"Bo Van Pelt","26",6,0,70.767,112,20.89,62.9,293.3,4.6,68.9,4706.583,29.54,57.1,0.196,0.419,"99","151",0.616,"133"
"205",2006,"Bo Van Pelt","23",4,0,70.577,102,21.4,60.72,297.4,4.6,66.45,4469,29.24,57.63,0.047,0.682,NA,NA,0.647,"77"
"206",2007,"Bo Van Pelt","29",4,0,70.051,104,22.1,61.97,294.7,4.63,66.4,4759.167,29.03,60.25,0.16,0.789,NA,NA,0.949,"99"
"207",2008,"Bo Van Pelt","60",1,0,70.956,101,19.73,62.06,292,4.68,67.3,4679.417,29.8,56.39,-0.149,0.13,NA,NA,-0.019,"129"
"208",2009,"Bo Van Pelt","14",5,1,70.357,100,21.25,65.62,292.5,4.62,66.73,4186.083,28.75,60.44,0.275,0.426,NA,NA,0.701,"228"
"209",2010,"Bo Van Pelt","7",8,0,69.955,104,20,65.23,292,4.61,69.23,3971.917,29.31,62.33,0.098,1.091,NA,NA,1.192,"137"
"210",2011,"Bo Van Pelt","10",5,0,70.092,92,17.2,63.59,297.4,4.56,68.02,3480.417,29.57,58.69,-0.167,1.034,"8","280",0.867,"48"
"211",2012,"Bo Van Pelt","4",10,0,69.718,84,20.75,64.79,296.1,4.61,67.07,3343.333,28.81,55.69,0.542,0.895,"17","287",1.437,"28"
"212",2013,"Bo Van Pelt","116",1,0,71.08,72,18.06,63.8,285.9,4.72,65.63,2545.167,29.59,53.35,-0.181,0.111,"20","289",-0.07,"25"
"213",2014,"Bo Van Pelt","66",1,0,70.827,83,21.4,62.83,291.3,4.7,68.61,3014.5,29.6,57.78,-0.053,0.431,NA,NA,0.378,"100"
"214",2015,"Bo Van Pelt","158",2,0,71.497,81,22.12,60.73,289.5,4.73,66.88,2931.583,29.54,55.84,0.118,-0.368,NA,NA,-0.25,"282"
"215",2005,"Bob Estes","64",1,0,70.11,92,17.99,64.22,283.6,4.69,64.67,3749.583,28.82,61.54,0.169,0.737,NA,NA,0.905,"90"
"216",2006,"Bob Estes","62",2,0,70.676,85,17.18,64.01,286.4,4.66,66.73,3552,29.16,60.12,0.017,0.259,NA,NA,0.224,"117"
"217",2007,"Bob Estes","106",3,0,70.962,88,19.86,65.28,282.6,4.63,63.19,4133.417,28.81,56.95,0.616,-0.235,NA,NA,0.38,"142"
"218",2008,"Bob Estes","87",2,0,70.742,90,18.99,66.48,282.6,4.71,68.69,4189,29.51,60.08,0.146,0.352,NA,NA,0.498,"184"
"219",2009,"Bob Estes","90",2,0,70.568,78,20.69,67.99,282.6,4.67,64.25,2867.333,28.53,62.15,0.313,0.215,NA,NA,0.528,"195"
"220",2010,"Bob Estes","169",2,0,71.086,79,18.63,61.41,283.9,4.73,67.79,3156.25,29.59,60.48,0.014,-0.064,NA,NA,-0.048,"223"
"221",2012,"Bob Estes","138",2,0,70.418,78,22.58,60.72,285.2,4.77,62.39,3304.667,28.59,60.98,0.074,0.288,NA,NA,0.362,"298"
"222",2013,"Bob Estes","59",2,0,70.361,66,17.57,63.11,285,4.7,64.9,2341.083,28.41,66.19,0.335,0.424,NA,NA,0.759,"154"
"223",2005,"Bob Heintz","115",1,0,71.844,67,24.88,57.54,291.5,4.67,60.95,3809.083,28.49,57.96,0.328,-0.678,NA,NA,-0.35,"162"
"224",2007,"Bob Heintz","72",2,0,71.162,85,25.4,64.74,285.2,4.73,63.17,3391.417,28.59,58.1,0.221,-0.143,NA,NA,0.078,"180"
"225",2009,"Bob Heintz","89",1,0,71.07,59,19.46,66.01,283.5,4.76,64.65,2481.75,28.42,62.57,0.601,-0.581,NA,NA,0.02,"155"
"226",2006,"Bob May","59",1,0,71.185,65,21.18,61.9,292.7,4.7,69.09,2473.583,29.47,55.36,-0.238,0.292,NA,NA,0.005,"113"
"227",2008,"Bob Sowards","169",1,0,71.967,61,21.94,60.89,287.9,4.77,63.43,3067.167,29.33,55.25,0.101,-0.948,NA,NA,-0.847,"152"
"228",2005,"Bob Tway","66",4,0,70.662,87,18.36,63.69,286.6,4.72,67.47,3124.75,29.16,59.05,0.736,0.049,NA,NA,0.785,"78"
"229",2006,"Bob Tway","157",0,0,71.687,81,17.28,61.16,284.5,4.75,64.17,3299.583,29.08,55.27,-0.047,-0.327,NA,NA,-0.51,"142"
"230",2007,"Bob Tway","175",0,0,71.272,103,18.01,60.45,284.3,4.71,63.52,5047.667,29.06,56.92,0.16,-0.489,NA,NA,-0.329,"52"
"231",2008,"Bob Tway","4",1,0,70.262,70,19.54,67.34,279.2,4.63,67.36,2573.333,28.23,60.37,0.822,0.09,NA,NA,0.912,"146"
"232",2011,"Bobby Gates","140",3,0,71.616,82,15.5,60.1,297.4,4.62,64.71,3971.083,29.8,51.49,-0.452,-0.445,NA,NA,-0.898,"121"
"233",2012,"Bobby Gates","111",1,0,71.208,87,21.35,58.6,300.2,4.63,65.39,4375.667,29.69,55.9,-0.262,-0.003,NA,NA,-0.265,"113"
"234",2013,"Bobby Gates","179",1,0,72.59,49,14.69,51.59,296.2,4.86,62.84,2214,29.58,55.15,0.011,-1.408,NA,NA,-1.398,"35"
"235",2007,"Boo Weekley","61",5,1,70.303,101,20.61,64.65,296.6,4.75,65.86,4358.75,29.73,56.88,-0.192,0.819,NA,NA,0.627,"114"
"236",2008,"Boo Weekley","69",5,1,70.414,86,16.33,64.75,291.7,4.66,67.87,3300.75,30.19,57.08,-0.498,1.048,"20","291",0.55,"48"
"237",2009,"Boo Weekley","103",1,0,70.427,79,20.59,68.37,291.7,4.64,66.81,3479.833,30,55.22,-0.528,1.033,"99","149",0.505,"62"
"238",2010,"Boo Weekley","82",3,0,70.851,88,20.09,67.14,291.9,4.7,70.07,3548.917,29.95,60.32,-0.376,0.558,NA,NA,0.183,"172"
"239",2011,"Boo Weekley","63",0,0,71.176,66,26.5,66.74,296.6,4.61,71.68,2932.833,30.84,52.85,-1.1,0.818,NA,NA,-0.282,"277"
"240",2012,"Boo Weekley","86",3,0,70.966,74,17.48,65.15,296.8,4.65,69.53,2748.917,30.5,53.04,-1.055,0.973,NA,NA,-0.082,"156"
"241",2013,"Boo Weekley","35",4,1,70.611,100,18.09,66.36,290.9,4.6,69.39,3914.25,30.13,55.35,-0.676,0.774,NA,NA,0.099,"128"
"242",2014,"Boo Weekley","156",1,0,71.307,73,21.05,69.57,288.3,4.74,68.06,2739.167,30.56,53.14,-1.152,0.875,"99","156",-0.277,"67"
"243",2015,"Boo Weekley","73",6,0,70.775,79,17.59,63.27,292,4.62,67.72,3149.167,29.27,59.91,-0.246,0.671,NA,NA,0.425,"137"
"244",2016,"Boo Weekley","77",2,0,71,83,20.8,66.98,291.5,4.6,67.87,3538.833,29.42,58.33,-0.225,0.307,NA,NA,0.082,"149"
"245",2017,"Boo Weekley","111",1,0,71.476,75,20.55,71.67,289.9,4.66,68.65,3108.083,30.29,56.31,-0.954,0.63,NA,NA,-0.323,"74"
"246",2008,"Brad Adamonis","92",3,0,71.079,87,19.08,58.1,289.9,4.72,65.86,4184.333,29.59,56.08,-0.332,0.132,NA,NA,-0.2,"72"
"247",2009,"Brad Adamonis","147",1,0,71.574,70,17.62,57.04,289,4.67,62.99,2982.333,28.88,61.81,0.066,-0.537,NA,NA,-0.471,"271"
"248",2008,"Brad Elder","168",1,0,71.547,67,19.23,61.67,289.8,4.77,64.94,2808.417,29.21,60,0.267,-0.673,NA,NA,-0.406,"143"
"249",2005,"Brad Faxon","111",4,1,70.57,75,24.41,60.74,274.7,4.8,62.05,3402.667,28.2,57.94,0.799,0.055,NA,NA,0.855,"77"
"250",2006,"Brad Faxon","195",0,0,71.789,78,18.8,57.56,270.3,4.78,58.05,4632.167,28.5,57.22,0.726,-1.105,NA,NA,-0.497,"82"
"251",2009,"Brad Faxon","180",0,0,72.961,59,18.55,58.92,270.8,4.89,52.35,3539.833,28,57.31,0.78,-2.705,NA,NA,-1.925,"136"
"252",2010,"Brad Faxon","188",0,0,73.116,58,18.06,59.47,271.4,4.79,59.05,2934.667,29.02,47.49,0.426,-2.519,NA,NA,-2.093,"131"
"253",2013,"Brad Fritsch","29",1,0,71.085,81,21.28,58.06,297,4.67,66.59,3201.917,29.34,55.29,-0.212,0.166,NA,NA,-0.046,"258"
"254",2014,"Brad Fritsch","108",3,0,70.888,50,21.21,60.24,294.4,4.6,65.05,1891.583,28.88,59.93,-0.05,0.11,NA,NA,0.06,"291"
"255",2017,"Brad Fritsch","178",0,0,71.855,56,21.89,56.4,288.3,4.67,64.21,2185.667,29.54,56.42,-0.596,-0.122,NA,NA,-0.719,"134"
"256",2005,"Bradley Hughes","179",0,0,72.176,52,14.37,67.5,291.3,4.77,64.85,2971.333,30.17,52.89,-0.527,-0.279,NA,NA,-0.807,"98"
"257",2016,"Branden Grace","96",6,1,70.204,63,20.63,55.14,295.6,4.74,66.76,2006.75,29.28,59.05,-0.105,0.96,"99","152",0.855,"13"
"258",2017,"Branden Grace","146",2,0,70.862,70,14.55,58.19,290.6,4.64,66.2,2205.667,29.36,61.28,-0.21,0.493,"27","291",0.283,"20"
"259",2018,"Branden Grace","61",2,0,70.412,67,27.68,63.49,298.9,4.64,67.1,2403.167,29.34,57.78,0.35,0.463,"24","287",0.812,"33"
"260",2017,"Brandon Hagy","60",1,0,70.875,85,21.33,52.46,312.7,4.56,64.5,3715.333,29.06,60.16,0.109,0.184,NA,NA,0.293,"290"
"261",2018,"Brandon Harkins","28",3,0,70.721,101,23.3,54.79,303.1,4.62,65.67,4808.583,28.86,55.88,0.225,0.05,NA,NA,0.275,"206"
"262",2005,"Brandt Jobe","79",6,0,70.43,96,18.25,57.29,302.3,4.67,65.52,4495.833,29.21,56.57,0.15,0.557,NA,NA,0.707,"66"
"263",2006,"Brandt Jobe","75",2,0,70.876,91,19.62,61.12,297.2,4.69,67.23,4069.333,29.59,54.91,0.125,0.22,"32","293",0.231,"42"
"264",2008,"Brandt Jobe","171",0,0,71.078,52,23.46,56.35,298.8,4.77,66.45,2456,30.06,53.5,-0.107,-0.117,NA,NA,-0.224,"180"
"265",2011,"Brandt Jobe","15",4,0,70.334,100,25,65.87,298.5,4.65,69.16,3788.833,29.52,58.72,-0.015,0.611,NA,NA,0.596,"287"
"266",2012,"Brandt Jobe","129",1,0,71.064,57,18.79,62.48,299.2,4.79,64.68,2316,29.32,53.71,0.257,-0.204,NA,NA,0.053,"134"
"267",2013,"Brandt Jobe","95",0,0,71.175,62,16.57,64.78,292.1,4.7,66,2554.25,29.69,54.65,-0.002,0.123,NA,NA,0.121,"170"
"268",2007,"Brandt Snedeker","88",6,1,70.089,105,17.41,59.8,285.6,4.66,64.58,4073.167,28.58,61.18,0.511,0.161,NA,NA,0.672,"150"
"269",2008,"Brandt Snedeker","123",5,0,70.506,85,21.03,60.51,280.8,4.74,63.36,3277.417,29.11,57.22,0.122,0.161,"3","284",0.282,"44"
"270",2009,"Brandt Snedeker","95",5,0,70.474,81,20.47,69.95,277.3,4.67,63.92,3054.417,28.64,62.6,0.761,0.063,"99","150",0.823,"86"
"271",2010,"Brandt Snedeker","40",5,0,70.258,89,23.83,64.27,277.1,4.65,62.36,3384.917,27.97,61.19,0.464,0.109,NA,NA,0.572,"77"
"272",2011,"Brandt Snedeker","14",7,1,69.859,85,19.91,64.02,287.2,4.6,64.9,3596.167,28.51,61.45,0.588,0.507,"15","284",1.094,"75"
"273",2012,"Brandt Snedeker","29",7,2,69.84,81,25.85,60.5,288.7,4.59,63.75,2927.917,27.92,62.08,0.86,0.15,"19","288",1.01,"22"
"274",2013,"Brandt Snedeker","11",9,2,69.791,79,22.27,62.57,281.3,4.61,65.68,2508.583,28.38,60.86,0.692,0.449,"6","284",1.141,"5"
"275",2014,"Brandt Snedeker","77",3,0,70.671,89,18.47,63.7,285.6,4.66,63.28,3168.667,28.74,59.48,0.326,0.318,"37","295",0.644,"20"
"276",2015,"Brandt Snedeker","29",8,1,70.158,98,19.59,60.98,288.4,4.61,64.97,3549.333,28.26,63.27,0.588,0.02,"99","147",0.607,"35"
"277",2016,"Brandt Snedeker","31",7,1,70.203,93,17.19,58.69,292.6,4.69,65.67,3397.083,28.66,62.73,0.343,0.518,"10","289",0.86,"17"
"278",2017,"Brandt Snedeker","44",4,0,70.055,53,22.95,61.98,280.8,4.66,66.06,2036,28.5,64.06,0.399,0.463,"27","291",0.862,"22"
"279",2018,"Brandt Snedeker","35",4,1,70.379,84,19.72,62.79,293.1,4.64,65.04,3713.917,28.63,60.08,0.478,0.147,NA,NA,0.625,"78"
"280",2005,"Brendan Jones","131",1,0,71.771,81,15.86,55.84,301.5,4.66,66.67,3513.75,29.46,58.44,-0.184,-0.096,NA,NA,-0.279,"154"
"281",2011,"Brendan Steele","50",3,1,71.019,89,19.47,64.83,292.8,4.58,65.45,3877.667,29.39,54.53,-0.06,0.054,NA,NA,-0.006,"231"
"282",2012,"Brendan Steele","164",3,0,71.887,77,15.15,63.44,288.8,4.72,65.3,3598.75,30.03,55.48,-0.112,-0.405,"99","156",-0.517,"125"
"283",2013,"Brendan Steele","88",2,0,71.053,86,17.43,61.56,290.7,4.67,65.99,3570.083,29.49,57.17,0.028,-0.005,NA,NA,0.023,"196"
"284",2014,"Brendan Steele","45",4,0,70.798,89,19.15,59.51,298.9,4.65,66.47,3426,29.24,59.45,0.121,0.398,NA,NA,0.519,"137"
"285",2015,"Brendan Steele","14",4,0,70.413,88,26.07,61.13,302.9,4.61,68.52,3967.833,29.13,60.08,-0.047,1.005,NA,NA,0.958,"87"
"286",2016,"Brendan Steele","33",2,0,70.855,88,20.43,60.29,302.2,4.58,68.72,3507.417,29.8,54.76,-0.257,0.532,NA,NA,0.275,"77"
"287",2017,"Brendan Steele","51",4,1,70.503,89,21.89,62.28,299.9,4.64,67.29,3350.833,29.4,60.51,-0.119,0.889,"27","291",0.77,"56"
"288",2018,"Brendan Steele","104",3,1,71.021,74,20.69,60.47,310.3,4.64,69.24,3064.833,30.36,52.56,-0.576,0.604,"99","151",0.029,"40"
"289",2005,"Brenden Pappas","27",0,0,71.346,51,24.07,50.63,309.4,4.64,64.81,2395.583,28.65,51.39,0.45,-0.377,NA,NA,0.074,"183"
"290",2008,"Brenden Pappas","24",1,0,70.977,66,22.04,57.49,294.9,4.56,65.28,2733.917,29.02,58.93,0.335,-0.368,NA,NA,-0.033,"175"
"291",2010,"Brenden Pappas","166",0,0,71.966,66,17.46,54.94,288.4,4.76,66.49,2947.083,29.5,55.61,-0.091,-0.637,NA,NA,-0.731,"109"
"292",2007,"Brendon de Jonge","92",2,0,71.413,76,20,59.2,293.8,4.69,64.35,3991.333,29.51,50.43,-0.083,-0.188,NA,NA,-0.271,"136"
"293",2009,"Brendon de Jonge","115",2,0,71.225,90,21.56,61.86,290.3,4.66,66.67,4415.333,29.51,55.04,-0.217,-0.019,NA,NA,-0.236,"182"
"294",2010,"Brendon de Jonge","10",7,0,70.344,114,19.86,65.51,286.9,4.65,70.07,4094.833,29.51,55.52,0,0.757,NA,NA,0.762,"250"
"295",2011,"Brendon de Jonge","30",3,0,70.429,105,20.22,64.04,287.8,4.61,66.45,4444.583,28.81,60.33,0.273,0.303,NA,NA,0.576,"92"
"296",2012,"Brendon de Jonge","10",4,0,70.137,115,21.55,63.42,288.8,4.61,69.17,4977.25,29.44,58.6,0.144,0.939,NA,NA,1.083,"148"
"297",2013,"Brendon de Jonge","14",4,0,70.154,110,21.32,66.28,286.3,4.59,68.84,4523.667,29.1,62.56,0.03,0.725,NA,NA,0.756,"73"
"298",2014,"Brendon de Jonge","113",2,0,70.801,109,15.87,67.87,287.9,4.69,64.48,4833.583,29.06,57.1,-0.032,0.256,NA,NA,0.224,"79"
"299",2015,"Brendon de Jonge","70",3,0,70.642,106,21.27,65.69,285.3,4.68,67.51,4843.667,29.03,59.19,-0.007,0.32,NA,NA,0.312,"97"
"300",2016,"Brendon de Jonge","151",0,0,71.603,83,18.67,59.19,287.5,4.66,65.64,3952.333,29.25,56.49,0.156,-0.489,NA,NA,-0.332,"192"
"301",2009,"Brendon Todd","183",0,0,72.758,53,15.42,62.03,276.2,4.88,61.44,2306.667,29.78,51.13,-0.051,-1.447,NA,NA,-1.498,"265"
"302",2012,"Brendon Todd","175",1,0,71.873,78,21.05,58.77,283.6,4.72,60,3606.333,28.87,55.75,0.427,-1.617,NA,NA,-1.19,"91"
"303",2014,"Brendon Todd","39",7,1,70.049,108,23.13,64.85,280.3,4.66,63.99,4446.75,28.32,63.57,0.664,0.129,NA,NA,0.793,"132"
"304",2015,"Brendon Todd","47",4,0,70.533,96,18.3,70.24,276.4,4.67,65.47,3299,28.39,62.63,0.582,0.248,"99","151",0.83,"49"
"305",2016,"Brendon Todd","172",0,0,72.728,66,16.04,58.02,280.1,4.75,54.23,3207.25,27.86,61.46,0.462,-2.055,NA,NA,-1.593,"138"
"306",2010,"Brent Delahoussaye","185",0,0,72.032,57,14.88,67.28,275.6,4.8,66.78,2441.25,29.69,54.43,0.231,-1.046,NA,NA,-0.811,"172"
"307",2005,"Brent Geiberger","142",1,0,71.852,61,16.76,63.02,281.1,4.71,63.47,2917.833,29.2,54.64,0.449,-0.934,NA,NA,-0.485,"91"
"308",2006,"Brent Geiberger","133",1,0,71.137,99,19.62,67.04,286.9,4.71,64.95,4915.583,28.96,60.46,0.36,-0.253,NA,NA,-0.061,"193"
"309",2017,"Brett Drewitt","182",0,0,72.13,57,20.65,60.73,286.4,4.84,64.78,2110.333,29.36,59.23,-0.457,-0.578,NA,NA,-1.035,"181"
"310",2005,"Brett Quigley","77",2,0,70.731,96,19.11,57.53,293.3,4.63,64.73,4267.917,28.95,61.13,0.329,0.427,NA,NA,0.757,"123"
"311",2006,"Brett Quigley","51",10,0,70.025,109,20.08,58.85,289.6,4.62,67.83,4566.917,29.19,61.84,0.642,0.606,NA,NA,1.289,"175"
"312",2007,"Brett Quigley","179",1,0,71.212,79,17.52,55.9,290.7,4.69,62.11,3305.917,29.67,50.75,-0.005,0.134,"51","306",0.128,"74"
"313",2008,"Brett Quigley","105",2,0,70.897,80,18.78,61.76,287.5,4.71,64.53,3829.25,29.24,57.23,0.102,0.324,NA,NA,0.426,"170"
"314",2009,"Brett Quigley","120",3,0,70.833,92,20.72,58.92,287.5,4.66,66.01,3451.917,29.3,59.14,-0.193,0.306,NA,NA,0.113,"104"
"315",2010,"Brett Quigley","115",1,0,71.082,96,22.22,60.26,283.2,4.66,70.12,3854.083,29.94,57.93,0.078,-0.014,NA,NA,0.065,"214"
"316",2008,"Brett Rumford","175",1,0,72.023,72,18.8,56.04,282.7,4.72,61.52,3023.75,28.91,55.2,-0.332,-0.54,NA,NA,-0.873,"177"
"317",2016,"Brett Stegmaier","128",3,0,70.995,87,20.17,60.93,295.3,4.64,66.8,3965.417,29.52,58.27,-0.06,0.108,NA,NA,0.048,"249"
"318",2017,"Brett Stegmaier","149",0,0,72.115,78,16.6,64.66,288.7,4.78,66.74,2943.333,29.97,50.11,-0.514,-0.751,NA,NA,-1.265,"112"
"319",2018,"Brett Stegmaier","83",0,0,71.191,67,21.12,58.38,295.4,4.61,70.31,2223.583,29.48,56.44,0.401,-0.353,NA,NA,0.048,"144"
"320",2005,"Brett Wetterich","53",2,0,71.263,76,18.72,56.64,311.7,4.69,68.32,4174.667,29.84,54.98,-0.44,0.473,NA,NA,0.034,"67"
"321",2006,"Brett Wetterich","7",6,1,70.725,82,25.71,61.46,307.8,4.62,67.82,4074.833,29.3,53.47,-0.161,0.789,NA,NA,0.552,"148"
"322",2007,"Brett Wetterich","50",4,0,70.902,88,22.93,58.15,303.3,4.69,66.28,3907.083,30.24,48.86,-0.533,0.667,"37","302",0.134,"22"
"323",2010,"Brett Wetterich","110",1,0,70.847,54,20.41,57.82,307.3,4.65,68.11,2781.917,29.8,58.71,-0.126,0.23,NA,NA,0.107,"155"
"324",2005,"Brian Bateman","123",0,0,71.265,98,20.54,62.15,291.1,4.66,64.6,4721.25,29.39,53.59,-0.097,0.075,NA,NA,-0.022,"186"
"325",2006,"Brian Bateman","161",1,0,71.664,69,19.29,59.78,296.7,4.81,64.53,3424.917,29.29,57.83,0.022,-0.404,NA,NA,-0.611,"88"
"326",2007,"Brian Bateman","193",1,1,71.657,55,20.11,58.74,291.6,4.76,61.33,2486.417,29.16,58.03,-0.079,-0.66,NA,NA,-0.739,"159"
"327",2009,"Brian Bateman","179",0,0,72.298,55,20.35,56.4,288.7,4.76,64.75,2688.917,29.55,54.73,0.075,-1.352,NA,NA,-1.276,"185"
"328",2017,"Brian Campbell","107",0,0,71.924,55,18.83,58.2,296,4.76,63.29,2346,28.63,56.68,0.385,-0.812,NA,NA,-0.428,"141"
"329",2005,"Brian Davis","37",2,0,71.006,75,22.67,71.73,281.5,4.64,65.7,3099.833,29.23,61.77,-0.384,1.12,NA,NA,0.736,"79"
"330",2006,"Brian Davis","92",2,0,71.14,92,24.71,70.06,286.6,4.67,65.37,4545.75,29.21,59.54,-0.42,0.604,NA,NA,0.133,"121"
"331",2007,"Brian Davis","25",3,0,70.799,101,24.03,71.96,279.6,4.71,64.96,4459.917,29.05,59.65,0.065,0.528,NA,NA,0.593,"32"
"332",2008,"Brian Davis","32",2,0,70.718,108,21.33,72.47,277.7,4.62,65.23,4877.083,29.04,61.39,-0.08,0.385,NA,NA,0.305,"187"
"333",2009,"Brian Davis","72",4,0,70.688,103,23.51,66.91,283.3,4.61,64.65,4430.333,28.73,58.1,0.001,0.295,NA,NA,0.297,"239"
"334",2010,"Brian Davis","147",2,0,71.376,101,20.14,68.35,278.9,4.73,63.09,4339.583,28.87,61.85,-0.249,0.067,NA,NA,-0.181,"163"
"335",2011,"Brian Davis","36",2,0,70.469,105,23.02,70.33,283.3,4.68,67.35,4465.5,29.1,59,-0.035,0.64,NA,NA,0.605,"93"
